text,predicted_label
,Positive
barang terima bagus sesuai pesan beli nambahin biaya asuransi jne trnyata biaya asuransi coret mmg garansi toko,Negative
pesan muas seller responsif kirim cepat packing mantapp,Positive
bagusssss packing rapikirimnya cepet,Positive
keren ekspetasi,Positive
describes thanks,Positive
kirim cepat respon cepat barang muas,Positive
barang original mantab,Positive
baguss sempet bingung ngatur jarum jam buku packing rapat,Positive
biar bintang bicara,Positive
puas harga kualitas,Positive
manstabh biar bintang bicara,Positive
packing kualitas produk oke next time pengin order dsini,Positive
mantap moga awet beli,Positive
mantab anjg keren lahh,Positive
bagus jam terima kasih btw garansi,Positive
thank terima moga ori,Positive
super fast process from seller great product,Positive
barang sesuai gambar,Positive
thank you responnya cepet banget baca review blg ori ngerti orinya hehe liat original jamin dapet garansi tokopedia jadiin authorized kalo barang original,Positive
bagus cepqt packing,Positive
sesuai gambar disc real murah tunggu dics lbh murah repeat order,Positive
sesuai pesan bagus kirim cepat,Positive
barang bagus scr design warna date otomatis pakai manual date 3hr trus jalan normal date jalan otomatis asli mmg spt bgmn warna biru sdh pudar sisi pakai minggu cepat skl beli jam tgn 600rb pudar 2th stlh pakai tolong biar bintang nnt bicara claim garansi toko krn harga jam mahal shrsnya sesuai dgn kualitas thank,Negative
barang sesuai deskripsi kirim cepat recomended seller sukses lapakny,Positive
packing bagus jam lindung full wrap unit barang original asuransi bayar biaya asuransi,Positive
packing rapi fast respon barang sesuai deakripsi,Positive
produk terima barang asli original kirim cepat packing kuat terima kasih,Positive
barang selamat sesuai deskripsi kirim cepat,Positive
layan bagus respon cepat mudah mudah awet barang moga original ciri ciri barang original,Positive
terima sukaaa,Positive
produk packaging kirim cepat tks,Positive
barang sesuai deskripsi fast respons seller,Positive
urban icon store senayan city cek originalitas potongin rantai hasil jam original dipotonginnya gratis mantap,Positive
barang terima sesuai pesan,Positive
thanks barang bagus kirim cepat mantap,Positive
promo luxolite keren abis tunggu promo,Positive
terimakasih barang proses cepat,Positive
sesuai pesan terima kasih,Positive
thanks jam sesuai terang baran ori,Positive
produk jamin layan,Positive
terima kasih insyaallah ori tengkyu sering2 diskon,Positive
produk sesuai paket rapi remommended,Positive
bagus packing cepat tks,Positive
produk mantab respon seller kirim cepat terima kasih,Positive
produk bgt dpt case asli kartu garansi msh bungkus rapi,Positive
barang sesuai packing rapi,Positive
kondisi bungkus rapih,Positive
barang sesuai gambar packing rapi,Positive
mantab kado cewe ane murmer,Positive
sip pokokkkkeeee matur nuwun sanget,Positive
produk cantik harga diskon lumayan,Positive
sesuai gambar kirim cepat instan,Positive
kirim respon jual direspon,Negative
packing rapi tag buku lengkap stempel garansi,Positive
barang bagus kirim cepat packing mantap,Positive
jam packing,Positive
trims,Positive
label jam asli produk original mohon konfirmasi,Negative
jam cantik original packing lengkap case tag harga buku garansi harga flash sale jne jne yes seller kirim sabtu senin blm dtg bayar jam,Positive
jam fungsi kartu garansi,Positive
barang sesuai kirim cepat thx,Positive
barang asli jam suka error tanggal berubah2 trs jam berubah2 trs,Negative
kecewa batal beli kirim tunggu retur barang stok kosong respon jual penyelesain retur barang lambat,Negative
good looking watch affordable price,Positive
barang terima packing rapi barang bagus moga awet,Positive
jam sdh moga awet,Positive
packing moga tahan,Positive
produk ori lengkap dgn box tag warranty card packing rapi,Positive
produk kriginal responsif,Positive
sesuai deskripsi packing rapi,Positive
beli dsini kaleng penyok,Positive
barang original kirim cepat recommend seller,Positive
respons oke sayang kirim tgl sya sdh chat setting jam tanggal tgl sampe tanggal jam tgl payah ajar setting tanggal deh pke buku pandu,Negative
warna strap pudar gambar produk bagus bagus,Positive
produk original realpict lengkap buku garansi toko packing bagus kirim cepat muas trusted seller,Positive
sekian beli muas produk original sesuai deskripsi,Positive
sesuai foto bagus,Positive
barang menit pesan best service,Positive
bagus,Positive
barang bagus pokok,Positive
bagus jam sesuai gambar asli shaa allah jamin,Positive
respon cepat barang sesuai deskripsi,Positive
barang mantap respon klw chat cepat buku ptunjuk bahasa indonesia next ane order dsni kado ultah nyokap,Positive
jam rusak terkadang jalan terkadang mati tolong bantu jam tsb tukar krn sesuai harap,Positive
mantap barang muas,Positive
kirim cepat barang ori sesuai deskripsi,Positive
muas hasil yaaa respon jual lamban that all worth kualitas barang,Negative
good price for flash sale fast response,Positive
mantap barang bagus fast respon sallernya,Positive
puas leathernya kusam kerut,Negative
produk sesuai kirim cepat well recomended,Positive
mantaapp laaah,Positive
mantap barangnyaa thankyou yaaa,Positive
adminnya sibuk banget gara gara flash deal layan barang ori kasih bubble wrap kondisi barang diskon murah,Positive
barang sesuai pesan,Positive
good quality original,Positive
jam diidam2kan luxolite kasih diskon flash sale oke barang ori fungsi moga awet jam,Positive
terima kasih produk sesuai deskripsi,Positive
service cepat best deal btw kaca cembung sip barang thanks,Positive
oke,Positive
rusak abis baterai baterai full cek toko jam bongkar karet lepas,Negative
terima kasih barang bagus,Positive
packing rapi oke barang oke sayang lebaran overload overall thx,Positive
barang bagus respon jual recommend banget deh nih,Positive
barang ori 100,Positive
barang order packingnya rapi lengkap lengkap kotak manual book garansi jam kualitas bagus bintang order mudah via whatsapp chat via tokopedia tanggap,Positive
kualitas ajib ragu order ditanggepin admin sibuk yah harga miring banget banding tetangga belah harah mall sukses service langgan tingkat,Positive
100 original,Positive
kalo bicara kualits emng bagus kalo layan muas respon customernya lelet,Positive
mantaaaap pengirimana cepat barang sesuai dgn gambar,Positive
sip paket rapi cepat,Positive
terima kasih barang,Positive
barang sesuai gambar deskripsi overall oke packaging rapi,Positive
sukak jam packing rapi respon cepat,Positive
mantap packing produk sesuai,Positive
layan jam lohh the best deh,Positive
barang bagus kirim cepat respon jual cepat terimakasih,Positive
bagus jam cocok kasual kirim gojek tangerang jam nyampe,Positive
sesuai tawar txs,Positive
makasih yaaaa pake instant courier cpt banget original garansi klaim fossil gimana,Positive
topmarkotop josmarkojos,Positive
barang bagus,Positive
barang ori kirim sesuai cashback terima kasih luxolite,Positive
barang bagus kirim cepat rekom seller,Positive
mantappp barang ori packing kirim cepat sekaliiii,Positive
packaging bagus barang jaga respon cepat rekomendasi,Positive
jam bagus simpel elegan suka model kirim cepat,Positive
cakep sesuai pesan rekomen bangetss,Positive
persis dgn foto skripsi packingnya rapi barang ori recommended,Positive
sukaaaa barang bagussss jual ramah kirim cpt good job tahan,Positive
barang sesuai deskripsi,Positive
chrono aktif jam packing dapet box fossil layan cepat percaya,Negative
barangny smpai sesuai dgn pesan terima kasih,Positive
barang mantap packing rapi delivery uncomplicated,Positive
barang bagus seller responsif kirim cepat makas,Positive
barang ori persis store fossil recommended bgt beli klo fossilnya diskon2an mantabbb,Positive
kirim cepat rapi barang terima kualitas barang bagus sesuai,Positive
mantaapp packing rapiiiihhh jam sesuai pesan recommended,Positive
good quality original fashionable garansi,Positive
top sesuai deskripsi thx seller,Positive
produk keren kotak lucu respond oenjual super cepat beli malem kirim besok wkwk mantap pokoknyaaa,Positive
respon packing sgt kecewa tnyt mesin china jepang jdi percaya ori,Negative
ukur warna sesuai pesan harga murah banding saller produk original moga awet,Positive
mantap bagus banget kado neng bgt dikasiin baca pacar hehehe makasih,Positive
kirim respon seller cepat packing bubble wrap thanks,Positive
mantan bro barang cepat raya,Positive
barang respon cepat packing rapi thx bgt,Positive
produk sesuai kulit asli sayang garansi,Negative
jam bagus packing rapih cacat cma pengirimana tpi puas dgn barang,Positive
produk bagus respon cpt recommended seller,Positive
good product cakep sesuai gambar,Positive
barang sesuai fungsi dgn good seller,Positive
kirim cepat produk mantabs,Positive
oooooooooooookkkkkkkkkkkkk,Positive
barang cepat bgt kirim jam bagus fungsi dapet flash sale 600ribuan,Positive
produk sesuai deskripsi,Positive
produk sesuai gambar respon proses cepat,Positive
barang sesuai deskripsi kirim cepat jumat pesan minggu,Positive
produk bagus sesuai deskripsi kirim cepat packing rapi sayang box jam rusak jam jam suara jarum detik berisik terima kasih,Negative
mudah2an awet overall satisfied,Positive
barang sesuai bgt dgn gbr,Positive
jual responsif barang kondisi bagus,Positive
respon kirim packing rapi kualitas mantaff plus bonus bca flazz,Positive
ukur warna sesuai foto jam fungsi paket kemas rapi bubble wrap recommended,Positive
fast response packing double buble warp sayang ekspedisi,Positive
sesuai deskripsi bagus lekas recommended seller,Positive
respon jual cepet hubung kota blm cek produk,Positive
terima kasih 2000 suka,Positive
2nd purchase great always great product fast delivery great packaging highly recommended,Positive
kualitas barang moga awet pilih toko,Positive
cepet bgt sampenyaa bagus sukak ori makasiii,Positive
produk ori sesuai gambar thanks kirim cepat biasaaa,Positive
original product respon cepat,Positive
barang sesuai foto fungsi recommended,Positive
barang bagus ori moga awet pakai,Positive
respon cepat barang selamat packaging lap jamin recommended seller,Positive
excellent thank you,Positive
barang terima dgn mantappppp,Positive
barang bagus packing rapi cepat respon,Positive
barang terima,Positive
siiiiiiiip hebat kirim barang cepat,Positive
kualitas produk bagus mulus barang ori packing rapi kirim cepat lumayan dpt hrga flash sale,Positive
alhamdulillah selamat produk istimewa packing mantab kirim super sukses mulia yah,Positive
barang dterima kayak warna tali jam orange merah jam oke,Negative
great seller original product fast responses,Positive
sesuai deskripsi fast respon kirim cepat,Positive
layan super cepat barang sesuai spesifikasi terimakasih,Positive
barang sesuai pesan terima kasih,Positive
barang sesuai proses cepat,Positive
barang terima moga awet terima kasih kak,Positive
mantap kak produk sesuai deskripsi dapet harga flash sale,Positive
barang bagus harga saing kirim cepat terima kasih,Positive
kualitas casio ragu,Positive
barang mantap sesuai dgn foto deskripsi smga sukses sll bintang,Positive
produk sesuai foto deskripsi produk produk kirim paket rapi cacat senang belanja toko recommended,Positive
paket terima sesuai dng mesan thanks,Negative
kaya jam build jelek masak casio 700rbuan kaya iya garansi casio indonesia terang kasih barang resmi indo,Negative
respon cepat,Positive
barang ori respon cepat thankyou,Positive
respon cepat euyy transfer semalem sore sampe barang original makasih,Positive
barang darat trimakasih,Negative
barang sesuai respon cepat kirim cepat layan,Positive
jam terima bagussss,Positive
barang joooooos beli toko,Positive
keren mantul dtggu promo slnjtnya thx,Negative
thx jam sampe,Positive
sesuai pesan jam oke bagus good quality,Positive
product bagus sesuai harap,Positive
thanks produk bagus,Positive
cek asli moga awet kakek nenek,Negative
mantaaaappp cepat,Positive
packing bagus ori sip bintang susul,Positive
sesuai deskripsi moga barang awet,Positive
packing oke barang lengkap pandu surat2,Positive
barang sesuai postingan,Negative
barang original bagus,Positive
tombol adjust dam overall,Negative
barang terima fungsi normal rugi beli toko,Positive
mantapssss abisss kirim cepat bungkus rapi,Positive
lengkap packing bagus rapi recomended seller,Positive
barang sesuai keren nih kirim cepet sip,Positive
bagus uai gambar deskripsi,Positive
terimakasih barang packing rapi hehe smoga,Positive
kualitas produk produk original harga produk cepat kirim trims,Positive
unisex kayak nih dipake cowo cewe tetep pantes,Negative
barang sesuai display respon layan kirim cepat,Positive
packing bagus respons cepat barang sesuai beli muas recommended seller,Positive
sesuai deskripsi fungsi,Positive
sayang made china,Negative
mantaaaap,Positive
barang bagus sesuai produk bijak dlam beli barang,Negative
barang mantap pokok recommend seller,Positive
barang oke cuman dus penyok2 lecek bgt,Negative
paket bungkus bagus produk bagus,Negative
mantaap sesuai gambar ori ori,Positive
barang bagus cepat,Positive
sesuai pesan thxxxxxxxx,Positive
barang kondisi kualitas barang saran ddeskripsi cantum jam adlh jam pria wanita terimakasih,Negative
produk sesuai bagus kalo kotak box jam terima kasih,Negative
mantabs sesuai deskripsi fungsi dgn pgiriman cepet tks,Positive
bagus made china,Positive
jam bagus harga saing respon jual,Positive
barang sesuai ori respon jual,Positive
mantap packing rapi barang sesuai deskripsi,Positive
yaaa lumayan sesuai harga kirim cepat terumakasih,Negative
makasih produk,Positive
sesuai deskripsi lumayan barnag cepat,Positive
barang sesuai deskripsi terima kasih bagus sesuai harap,Positive
keren banget puas sellernya okeh,Positive
thanks barang terima sesuai deskripsi packing proses order kirim cepat,Positive
produk mantap kualitas,Positive
sukaa box perhati penyok,Negative
recomended seller delivery ontime,Negative
boxnya rusak overall bagus barang,Positive
bom cek,Negative
jam mati terima jam rabu cek mati tolong solusi,Negative
okeyyyyyyyyyyyyyyyyy,Positive
barang barang ringan komplit surat garansi moga awet,Negative
cepet sampenya barang sesuai deskripsi,Positive
produk oke fast respon pokok recommended deh,Positive
barang cepat packing rapih sukses,Positive
barang utuh fungsi dgn,Positive
sesuai deskripsi,Positive
sesuai deskripsi jalan packing super,Positive
packing rapi barang sesuai moga awet,Positive
bagus jam koq baca casio,Positive
respon cepat kirim cepat sayang packing plastik bubble wrap box jam penyok gepeng packing kotak trims,Positive
respon layan delivery cepat barang bagus,Positive
terima kasih mantab cepat,Positive
nyesel belanja good seller,Positive
produk sesuai deskripsi kualitas bagus,Positive
beli sekian overall oke ntabss,Positive
jam wanita hadiahin cowo,Negative
bangettt sesuai gambar,Positive
tali,Negative
produk bagus packing dgn selamat thx,Positive
barang bagus cepat pengirimn barang,Positive
barang bagus sesuai iklan,Positive
jam bagus packing gax banget jam harga 600rb thanks,Negative
kirim cepat packig rapi,Positive
bintang bicara good reseller,Positive
pesan terima kasih,Positive
bagus cepat response good seller,Positive
barang bagus sesuai deskripsi terima kasih,Positive
packing kirim produk original,Positive
kartu garansi brand resmi original jam mah jam anak2,Negative
produk sesuai skripsi kirim cepat terima kasih,Positive
ukur bagus produk original packing bgt moga batrenya awet hehehe,Positive
far cek papa bintang bsa edit thks,Positive
paket terima bagus moga awet order tksih,Positive
good sesuai pesan kirim lambat karna jne over load,Positive
barang cepet nyampe nyangka senin kirim senin malem sampe rabu ngaret nyampe sip teknik kirim,Positive
sesuai dgn ekpektasi ori casio cepat,Positive
mantul mantul mantul,Positive
thanks barang sdh,Positive
produk bagus harga saing,Positive
original barang cepat excellent,Positive
barang ori bagus sesuai deskripsi recommended toko favorit,Positive
barang terima ambon bungkus rapi tks,Positive
packing kirim time seller responsif produk sesuai details,Positive
maakasih produk udh,Positive
barang,Positive
produk bagus kualitas,Positive
packing rapih barang mantaap,Positive
terimakasih barang,Positive
barang sesuai bagus packing rapih,Positive
mantap sesuai deskripsi,Positive
packing rapi kirim cepat good job,Positive
barang bagus recommended suka jam diameter,Positive
jam pria,Negative
harga murah sayang jam ukur laki laki diameter ukur perempuan informasi seller gambar deceptive,Negative
cocok dgn gelang cocok perumpuan wanita kirim kardus penyok,Negative
sesuai deskripsi packing rapi produk muas mantapp,Positive
penguriman cepaaaaaaaaaaaaaaaaat barang sanpai,Negative
barang bagus terima dgn cepat kirim,Positive
diameter ukur laki laki thanks,Negative
barang oke kirim cepat diameter oke,Positive
sempurna harga jangkau kualitas hebat casio mantap,Positive
barang sesuai deskripsi gambar,Positive
bagus barang sesuai kirim cepat,Positive
barang jual sesuai kirim cepat seller,Positive
produk bagus original packing kardus overall,Negative
sukaaaaa pakee banget deh,Positive
barang terima thanks,Positive
diameter jam kualitas oke ragu,Negative
bintang bicara,Positive
alhamdulillah barang sesuai respon cepat sukses,Positive
cepat original,Positive
arloji vintage recommended beli seller,Positive
sesuai deskripsi respon cepaaaaaat,Positive
thx packing rapi barang dgn selamat fungsi,Positive
terang jam pria cocok diameter bahan stainless steel kesan minimal pria cocok wanita moga terang ori obat kecewa respon jual cepat informatif,Negative
alhamdulillah barang original barang bagus harga bagus,Positive
barang sesuai deskripsi bentuk jam barang jalan lancar fitur jalan normal cek jam alarm terima barang pack rapi,Negative
barang mantap packing terima kasih diskon gede,Positive
barang sesuai pesan mantap moga awet,Positive
respon barang bagus kartus garansi toko,Negative
barang terima muas,Positive
jam bagus harga jangkau makasih,Positive
mnatap barang,Positive
respond seller cepat brg sesuai deskripsi kualitas sesuai harga tksh,Positive
mantaaappp jiwaaaa sesuai pesan,Negative
coba saudara iton,Positive
mantap,Positive
mantap,Positive
murah promo,Positive
okeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeokeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,Positive
puas sesuai deskripsi,Positive
responsive recommended moga awet,Positive
produk layan bintang,Positive
jam sesuai foto iram cepet,Positive
barang bagus jual responsif paking,Positive
terimakasih barang terima,Positive
bagus sesuai pesan tanggal liat,Negative
bgus bnget trimakasih bgus bnget trimakasih,Positive
barang joss barang joss,Positive
layan jam bgus tdk cact kurir ramah suka,Positive
kirim cepat barang bagus sesuai gambar paking rapih kirim cepat estimasi overall good,Positive
barang sesuai gambar mudah mudah awet karna pake,Positive
jamny keren harga murah tampil mewah awet,Positive
mntp kirim cepat bnget,Positive
puas bngt dgn jam suami sngt suka bener puas thnks lazada,Positive
produk pes sesuai gambar aktif kirim sesuai prediksi packing mantap pakai buble bagus,Positive
barang sesuai pesan lecet rusak packing rapi jam mewah mantap terima kasih,Positive
harga murah jam batre oke cepat dtg terima kasih seller lazada,Positive
kereeen father days ngirim nerima ayah niat make hahaha,Positive
mantappp puassss mudah2an awet karat thanks seller lazada sukses,Positive
warna biru muncul mewah,Positive
ketidakpuasan harga murah bagus,Positive
suka desain biru klasik suka pandang,Positive
terima kasih,Positive
barang bagus waoooooooooooow,Positive
real fict bagus asli,Positive
lumayan barang harga,Negative
mantul bosssssssss,Positive
barang sesuai harga seller,Positive
suka banget mudah2an awet,Positive
kirim barang rusak,Negative
barang sesuai packing rapi kirim cepat thanks,Positive
suka tampil gambar,Positive
kirim cepat barang bagus terima kasih,Positive
pokok bintang deh,Positive
brng bagus sesuai harap,Positive
mantap kakk barang sesuai gambar,Positive
barang sesuai banget makasih,Positive
barang sesuai kirim makasih kak,Positive
pokok keren puas banget,Positive
jam diameter sempurna gelang,Positive
suka cocok harap,Positive
jam gaya mudah sesuai cocok suka,Positive
jam bagus gambar rencana,Positive
mantap cepet bgt sampe keren jam,Positive
barang bagus kirim cepat siiip,Positive
kualitas bagus ayah hadiah ulang suka,Positive
jam sinar teman teman beli bagus,Positive
jam cantik warna bule favorit,Positive
tali jam stainless steel bagus tahan air,Negative
jam bagus suka mudah atur,Positive
jam bagus gambar tampil mewah kelas harga jangkau,Positive
arloji hebat kualitas harap,Positive
yapss hehhe muas,Positive
gabisa good mantappppp,Positive
oknlaaaaa blhhh laaaa gaann,Positive
barang bagus recomended seller sukses,Positive
mantap jiwa keren abis hahaha,Positive
wow its cool,Positive
nyangka harga jam pokok ekspektasi calon langgan,Positive
cthank pass coba beneran water resistant tahan air,Positive
maaf telat kasih komen boss barang mantap paking rapi puas bnget fast respone,Positive
produk sesuai gambar box bagus kirim cepat desain klasik elegan kualitas oke,Positive
mantap sesuai pesan moga awet thx,Positive
barang terima cepat sesuai rekomended,Positive
sesuai deskripsi barang terima dgn,Positive
barang bagus original seller fast respon recomended,Positive
puas product sesuai dam kirim cepat thanks,Positive
produk bagus cepat recommended seller terima kasih,Positive
sumpah keren banget jam nyesel deh packing rapih respon oke recomended bintang bicara tankyu,Positive
jam bagus keren trims,Positive
keuren boss barang bagus packing mantap kado ulang heee puas bgt,Positive
bagus sesuai expectasi jempol deh jam,Positive
packing rapi banget cepet nyampe suka suka,Positive
ekspektasi kualitas jam,Positive
chat respon barang cepet nyampe kayak janji barang bagus sesuai thanks,Positive
mantappp pokok,Positive
jam bagus moga awett,Positive
mantap kirim okee,Positive
barang bagus neng sesuai harga terima kasih,Positive
cocok paket dtg cepet,Positive
barang sesuai bagus puasss pokok,Positive
kereennnnnnnnnnnn mantap,Positive
sesuai deskripsi produk kemas rapi recommended top,Positive
alhamdulillah barang bagus,Positive
mantaaapp goooddd pis jam,Positive
good seller recomended,Positive
terima thanks yaaaaaaaaaaaaa,Positive
terima kasih,Positive
thanks barang sdh sesuai pesan packing bagus kirim cepat,Positive
barang bagus mantap kecewa,Positive
barang sesuai deskripsi build quality penuh ekspektasi fungsi respon jual sgt cepat pengirman kilat,Negative
barang mantap packingnya rapi respon seller cepat kirim cepat,Positive
kirim cepat thanks moga awet,Positive
jam tanganya sesuai imagenya packingnya rapi layan kirim cepat terima kasih recommend bgt,Positive
recomended seller fast respond,Positive
barang sesuai pesan packing rapi,Positive
mantap mksih barang mayan koleksi,Positive
sesuai harga kualitas,Positive
sya sngat puas dngan jam keren sesuai harga mantap biar bintang,Positive
lumayan koleksi,Negative
barang sdh terima kondisi terimakasih,Positive
oke banget sesuai pict,Positive
barang sesuai pesan,Positive
gooddddd job dehhh,Positive
bagus cepat banget sesuai gambar,Positive
barang cepet toppppppp markotop,Positive
warna sesuai pesan kirim cepat,Positive
barang sesuai gambar good,Positive
mantuuuuuuuuuuuulllllllllllllll,Positive
barang,Positive
jam kak sukses kak,Positive
barang sesuai deskripsi,Positive
biar bintang bicara,Positive
barang mantap seller ramah recommend seller pokok,Positive
thanks paket rapi cacat sesuai gambar good recommended,Positive
produk packing rapih moga awet,Positive
koleksi jam bru lgi nih keren,Positive
lumayan sesuai harga,Negative
bagus sesuai harga,Positive
murah keren bgt,Positive
packing bagus poko puas deehh,Positive
bagus,Positive
produk bagus sesuai gambar packing rapi,Positive
respon cepat,Positive
trims barang sdh,Positive
recommended seller kerennnnnnn,Positive
barang sesuai deskripsi good pokok,Positive
barang muas moga awet,Positive
sukses toko,Positive
barang sesuai foto kemas pngiriman cepat,Positive
packing rapi seftynya tdk tinggal,Positive
rapi safety recomended bgt,Positive
barang sesuai foto sesuai deskripsi,Positive
mntap barangx,Positive
brg sdh sesuai pesan,Positive
barang sesuai deskripsi siiipppp,Positive
jam sesuai gambar terang,Positive
cepat bagus brgnya,Positive
barang bagus seller respon cepat komunikatif,Positive
barang sesuai laaah dgn harga trims,Positive
goooooooooooooooooodddddddddddddddd,Positive
barang sesuai deskripsi trims,Positive
barang bagus,Positive
pesan sucses slalu,Positive
bagus brgnya seller cpt respons,Positive
puas layan order jam jam barang packing terimakasih seller,Positive
kirim cepat produk oke ringan tebal kirain tipis badan jam bagus strapnya suka jam minimal cocok,Positive
okeeeeeeeeeeeeeeeeeeee,Positive
barang cepet banget bagus barang mantab moga awet,Positive
thanks barang sampe selamat,Positive
bagus sesuai gambar,Positive
jam keren sesuai ekspektasi,Positive
terima kasih barang kirim sesuai pesan mudah2an awet,Positive
barang sesuai gambar,Positive
puas pelayananny,Positive
recomended,Positive
sippppp mantap bintang bicara,Positive
barang bagus sesuai pesan paket rapih,Positive
barang bagus sesuai gambar kirim cepat pokok puassss,Positive
terimakasih barang bagus,Positive
jam sdh terima bagus sesuai deskripsi,Positive
barang sesuai gambar,Positive
cepat proses,Positive
siiiippppp sukaaaa,Positive
barang bagus sesuai iklan,Positive
maaf telat kasih ulas produk,Positive
thanks saran,Positive
recommended pokok,Positive
barang bagus kecewa,Positive
jam kereeeennn thx yahhh,Positive
murah bagus cepet respon,Positive
barang dgn selamat,Positive
barang sesuai gambar mantap,Positive
thanksssssssss,Positive
barang bagus muas,Positive
kirim cepat barang sukaaaaaa,Positive
mantaaap fast respon terima dgn,Positive
okeeeh siiiiiiiiiiiiipppp,Positive
cocok hadiah mantap,Positive
barang terima kasih,Positive
produk bagus kirim cepat,Positive
packing rapih cepet sampe recommended seller thanks,Positive
mksihh bnyakk kakka,Negative
barang sesuai foto kirim cepat,Positive
jam bagus sesuai,Positive
bagus produk,Positive
terima sesuai pesan terima kasih,Positive
kirim cepat thank,Positive
kirim cepat kualitas produk,Positive
jam bagus sesuai harap,Positive
bagus sesuai gambar harga,Positive
barang cepat cepat respon,Positive
barang bagus layan cepat,Positive
terima kasih barang,Positive
barang bagus harga murah packing rapi kirim cepat,Positive
barang paket rapi bagus,Positive
barang sesuai dgn pesan,Positive
barang,Positive
brg terima kasih,Positive
barang terima,Positive
sesuai dgn,Positive
moga laris manis,Positive
barang sesuai pesan,Positive
dlm kondisi barang sesuai gambar,Positive
nilai kualitas bagus,Positive
barang nyampek sesuai gambar packing rapi,Positive
barang sesuai pesan,Positive
barang,Positive
barang bagus sesuai pic,Positive
kirim cepat keren sesuai pict,Positive
kualitas barang bagus sesuai deskripsi gambar,Positive
makasihvbarang sesuaiiiiii,Positive
barang sesuai pesan puas,Positive
barang cakep senang,Positive
barang terima dgn packing bagus,Positive
overall not bad kado,Negative
lumayan oke,Negative
thx barang terima,Positive
layan cepat,Positive
respon cepan barang sesuai skripsi,Positive
kirim packing bagus barang nyampek fungsi dgn,Positive
paket rapi cepat kirim,Positive
sesuai deskripsi fungsi dgn sukses,Positive
barang keren,Positive
sesuai pesan recommended hrg jangkau barang sipp,Positive
terima lancar jaya terima kasih,Positive
mantaaaaaaaaffffffffffff,Positive
thx,Positive
terima kasihhh barang,Negative
buku manual model kirim,Negative
terima kasih pesan sesuai skripsi terima thx seller,Positive
produk sesuai gambar kirim cepat seller ramah recommended,Positive
nyampe,Positive
produk mantap fast respon,Positive
mantab sesuai harga layan crpat,Positive
kualitas sesuai harga,Negative
packing bagus,Positive
bagus mantap,Positive
barang mantap pokoke best the best seller,Positive
barang mantap sesuai deskripsi,Positive
barang bagus cust suka,Positive
produk terima,Positive
kirim cepat barang sesuai,Positive
mantap kondisi,Positive
bagus barang sesuai gambar,Positive
suka banget,Positive
barang sesuai gambar,Positive
jam fashionoble,Positive
respon cepet barang bagus sesuai gambar,Positive
respon cepet barang sampe,Positive
packingnya rapi,Positive
sesuai deskripsi fungsi dgn,Positive
barang puasss,Positive
layan biasaaah terima kasih,Positive
barang bagus sesuai gambar,Positive
sdh jam,Positive
suka bnget jam mantap,Positive
trimakasih barang sdh terima,Positive
,Positive
bagus murah keren,Positive
bagus keren deh,Positive
barang sesuai deskripsi,Positive
bagus gede,Positive
barang bagus sesuai gambar doi suka,Positive
star action mantap,Positive
sesuai post puas,Positive
barang the bestlah recommended,Positive
sore siang,Positive
barang rapi cacat cepet,Positive
maantaaaaaaaappoop jiwaaa dahh pokoknyaaa,Positive
recomment seller,Positive
puas banget nuhun,Positive
thanks jam sesuai terang,Positive
barang fungsi dgn jenis barang sesuai deskripsi,Positive
paket terima,Positive
barang sudh,Positive
sesuai deskripsi makasih kakak,Positive
bagus barang puas layan,Positive
bbbaaaaaguuuuuuusssssssssssss,Positive
kereeennnn puassss,Positive
barang bagus,Positive
barang bagus sesuai pesan,Positive
pesan sdh terima kualitas mantap,Positive
alhamdulilah jam sdh,Positive
kirim cepat tetimakasih,Positive
mantap kirim cepat,Positive
barang bagus barang bagus,Positive
bagus barang,Positive
nyampe makasih,Positive
barang bagus,Positive
barang selamat,Positive
kirim cepat packing bagus,Positive
barang bagus suka moga awet,Positive
mantap pokok,Positive
proses cepat kualitas mantap,Positive
harga respons,Positive
pasang mudah sukses,Positive
packing rapi barang bagus,Positive
layan muas,Positive
kirim cepat,Positive
barang nyampe bos sesuai pesan fast response thanks bos,Positive
product oke sesuai pic,Positive
tasx bagus puas belanja sesuai deskripsi gmbr,Positive
paket dgn rapi,Positive
sip barang terima sesuai,Positive
kirim cepat terima kasih kakak,Positive
ane beli kado,Positive
mantaap kirim cepat,Positive
sesuai deskripsi,Positive
barang sesuai harga,Positive
paket rapi barang oke,Positive
barang sesuai deskripsi recomend seller pokok,Positive
barang lengkap,Positive
fungsi,Positive
okey bang produk terima,Positive
dgn selamat,Positive
kemas rapi kirim cepat,Positive
terima ksh barang,Positive
respon cepet keren alat bgt,Positive
top markotop deh recomended seller,Positive
thanks barang,Positive
barang cepat sampenya,Positive
cepat terimakasih,Positive
mantappppppppppppppppppp,Positive
barang bagus murah,Positive
murah bagus,Positive
barang bagus sesuai harga,Positive
terimakasih barang baguuuuuuusss,Positive
pesan cepat brg sdh trimakasih toko,Positive
murah bagus yah makas,Positive
top markotop,Positive
makasih yaaa cepet sampe,Positive
barang packingan rapi,Positive
barang sesuai pesan,Positive
bagus banget sesuai deskripsi,Positive
oklah sesuai pajang,Positive
barang dtrima,Positive
mantappp sesuai deskripsi hraga saing mks,Positive
barang terima,Positive
